タイトル,メモ,URL,コメント
賀茂御祖神社（下鴨神社）,縁結びの神様,https://www.google.com/maps/place/%E8%B3%80%E8%8C%82%E5%BE%A1%E7%A5%96%E7%A5%9E%E7%A4%BE%EF%BC%88%E4%B8%8B%E9%B4%A8%E7%A5%9E%E7%A4%BE%EF%BC%89/data=!4m2!3m1!1s0x6001084046fc8d7f:0x3b83b327fe5cdcc,
水路閣,１０００段の階段,https://www.google.com/maps/place/%E6%B0%B4%E8%B7%AF%E9%96%A3/data=!4m2!3m1!1s0x600109217397fbfd:0x38b339a4c7e7004d,
日本平動物園,安め動物園,https://www.google.com/maps/place/%E6%97%A5%E6%9C%AC%E5%B9%B3%E5%8B%95%E7%89%A9%E5%9C%92/data=!4m2!3m1!1s0x601a368ac640f359:0x8686c8762a7e3716,
富士スピードウェイ,スピードウェイ,https://www.google.com/maps/place/%E5%AF%8C%E5%A3%AB%E3%82%B9%E3%83%94%E3%83%BC%E3%83%89%E3%82%A6%E3%82%A7%E3%82%A4/data=!4m2!3m1!1s0x6019712d82135c4d:0x8fda9f1dce2ad2f3,
シュガートレイン展示場（大東糖業専用鉄道）,,https://www.google.com/maps/place/%E3%82%B7%E3%83%A5%E3%82%AC%E3%83%BC%E3%83%88%E3%83%AC%E3%82%A4%E3%83%B3%E5%B1%95%E7%A4%BA%E5%A0%B4%EF%BC%88%E5%A4%A7%E6%9D%B1%E7%B3%96%E6%A5%AD%E5%B0%82%E7%94%A8%E9%89%84%E9%81%93%EF%BC%89/data=!4m2!3m1!1s0x34dc0bb23281a4a5:0x25d3167f9f38ad33,
ふるさと文化センター,,https://www.google.com/maps/place/%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E6%96%87%E5%8C%96%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m2!3m1!1s0x34dc0ba7cb940f51:0x5f1e81cd5d1a625f,
監視所跡,,https://www.google.com/maps/place/%E7%9B%A3%E8%A6%96%E6%89%80%E8%B7%A1/data=!4m2!3m1!1s0x34dc0ba8abd58003:0x9d0509e3da9bdd84,
金城町石畳道,,https://www.google.com/maps/place/%E9%87%91%E5%9F%8E%E7%94%BA%E7%9F%B3%E7%95%B3%E9%81%93/data=!4m2!3m1!1s0x34e5695771438eb3:0x5e8617c69ab546ef,
ニライカナイ橋展望台,,https://www.google.com/maps/place/%E3%83%8B%E3%83%A9%E3%82%A4%E3%82%AB%E3%83%8A%E3%82%A4%E6%A9%8B%E5%B1%95%E6%9C%9B%E5%8F%B0/data=!4m2!3m1!1s0x34e571e740c50037:0x576056f6bc1a0b58,
座喜味城跡,,https://www.google.com/maps/place/%E5%BA%A7%E5%96%9C%E5%91%B3%E5%9F%8E%E8%B7%A1/data=!4m2!3m1!1s0x34e51120929aa65f:0xa6e58af9110a7808,
広田遺跡,,https://www.google.com/maps/place/%E5%BA%83%E7%94%B0%E9%81%BA%E8%B7%A1/data=!4m2!3m1!1s0x353c8cb7bfd8cb43:0x8f9a3050524a17f8,
指定した地点,海軍司令号,"https://www.google.com/maps/search/30.5526867,131.0132825",
CAVE OKINAWA【鍾乳洞】,,https://www.google.com/maps/place/CAVE+OKINAWA%E3%80%90%E9%8D%BE%E4%B9%B3%E6%B4%9E%E3%80%91/data=!4m2!3m1!1s0x34e510026801563b:0x863c44f936a877c9,
中城城跡,,https://www.google.com/maps/place/%E4%B8%AD%E5%9F%8E%E5%9F%8E%E8%B7%A1/data=!4m2!3m1!1s0x34e512af3058e4d7:0xb3420c0738020031,
泡盛まさひろギャラリー Awamori Masahiro Gallery,,https://www.google.com/maps/place/%E6%B3%A1%E7%9B%9B%E3%81%BE%E3%81%95%E3%81%B2%E3%82%8D%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%AA%E3%83%BC+Awamori+Masahiro+Gallery/data=!4m2!3m1!1s0x34e567ef2eb3cd71:0x19ee9a2d716ef62,
沖縄県平和祈念資料館,,https://www.google.com/maps/place/%E6%B2%96%E7%B8%84%E7%9C%8C%E5%B9%B3%E5%92%8C%E7%A5%88%E5%BF%B5%E8%B3%87%E6%96%99%E9%A4%A8/data=!4m2!3m1!1s0x34e565d5b84db139:0xdc0f5ea4fab771f5,
具志川城跡,,https://www.google.com/maps/place/%E5%85%B7%E5%BF%97%E5%B7%9D%E5%9F%8E%E8%B7%A1/data=!4m2!3m1!1s0x34e5673751048627:0xfaeab207a3fb6970,
ひめゆりの塔,,https://www.google.com/maps/place/%E3%81%B2%E3%82%81%E3%82%86%E3%82%8A%E3%81%AE%E5%A1%94/data=!4m2!3m1!1s0x34e566fa5f0f078f:0xe5a0c69587a723ce,
浦添城跡,,https://www.google.com/maps/place/%E6%B5%A6%E6%B7%BB%E5%9F%8E%E8%B7%A1/data=!4m2!3m1!1s0x34e56b87c585ccb9:0x43c66a7775bf1559,
勝連城跡 ウシヌジガマ,,https://www.google.com/maps/place/%E5%8B%9D%E9%80%A3%E5%9F%8E%E8%B7%A1+%E3%82%A6%E3%82%B7%E3%83%8C%E3%82%B8%E3%82%AC%E3%83%9E/data=!4m2!3m1!1s0x34e50f33dd68a7c7:0x34b6588f9583bbfb,
海中道路ビーチ,,https://www.google.com/maps/place/%E6%B5%B7%E4%B8%AD%E9%81%93%E8%B7%AF%E3%83%93%E3%83%BC%E3%83%81/data=!4m2!3m1!1s0x34e509d000146c77:0xaf68edcf341e8c04,
大石林山,,https://www.google.com/maps/place/%E5%A4%A7%E7%9F%B3%E6%9E%97%E5%B1%B1/data=!4m2!3m1!1s0x34e46c6d1b0d1271:0x14d6f0784fc38cd8,
辺戸岬,,https://www.google.com/maps/place/%E8%BE%BA%E6%88%B8%E5%B2%AC/data=!4m2!3m1!1s0x34e46c5b5b325bb1:0x739805bbd75cb15f,
